#Name: sem
#Label: Semantic
#Description: View the semantic instructions composing an instruction.
0	1	00000470	seti r15, 0x470 (1136)
0	1	00000470	seti t2, 0x4 (4)
0	1	00000470	seti t1, 0x8 (8)
0	1	00000470	sub t1, r13, t1
0	1	00000470	set t3, t1
0	1	00000470	store r11, t1, uint32
0	1	00000470	add t1, t1, t2
0	1	00000470	store r14, t1, uint32
0	1	00000470	set r13, t3
0	1	00000474	seti r15, 0x474 (1140)
0	1	00000474	seti t1, 0x4 (4)
0	1	00000474	add r11, r13, t1
0	1	00000478	seti r15, 0x478 (1144)
0	1	00000478	seti t1, 0x10 (16)
0	1	00000478	sub r13, r13, t1
0	1	0000047c	seti r15, 0x47c (1148)
0	1	0000047c	seti t2, 0xfffffff0 (4294967280)
0	1	0000047c	add t1, r11, t2
0	1	0000047c	store r0, t1, uint32
0	1	00000480	seti r15, 0x480 (1152)
0	1	00000480	seti t2, 0xffffffec (4294967276)
0	1	00000480	add t1, r11, t2
0	1	00000480	store r1, t1, uint32
0	1	00000484	seti r15, 0x484 (1156)
0	1	00000484	seti t2, 0xfffffff0 (4294967280)
0	1	00000484	add t1, r11, t2
0	1	00000484	load r3, t1, uint32
0	1	00000488	seti r15, 0x488 (1160)
0	1	00000488	seti t1, 0x0 (0)
0	1	00000488	cmp sr, r3, t1
0	1	0000048c	seti r15, 0x48c (1164)
0	1	0000048c	seti t1, 0x498 (1176)
0	1	0000048c	if ne, sr, 1
0	1	0000048c	branch t1
0	2	00000498	seti r15, 0x498 (1176)
0	2	00000498	seti t2, 0xfffffff0 (4294967280)
0	2	00000498	add t1, r11, t2
0	2	00000498	load r3, t1, uint32
0	2	0000049c	seti r15, 0x49c (1180)
0	2	0000049c	seti t1, 0x1 (1)
0	2	0000049c	cmp sr, r3, t1
0	2	000004a0	seti r15, 0x4a0 (1184)
0	2	000004a0	seti t1, 0x4b0 (1200)
0	2	000004a0	if gt, sr, 1
0	2	000004a0	branch t1
0	3	000004b0	seti r15, 0x4b0 (1200)
0	3	000004b0	seti r15, 0x4b8 (1208)
0	3	000004b0	seti t2, 0x28 (40)
0	3	000004b0	add t1, r15, t2
0	3	000004b0	load r3, t1, uint32
0	3	000004b4	seti r15, 0x4b4 (1204)
0	3	000004b4	seti t2, 0xfffffff8 (4294967288)
0	3	000004b4	add t1, r11, t2
0	3	000004b4	store r3, t1, uint32
0	4	000004c4	seti r15, 0x4c4 (1220)
0	4	000004c4	seti t2, 0xfffffff4 (4294967284)
0	4	000004c4	add t1, r11, t2
0	4	000004c4	store r0, t1, uint32
0	4	000004c8	seti r15, 0x4c8 (1224)
0	4	000004c8	seti t2, 0xfffffff4 (4294967284)
0	4	000004c8	add t1, r11, t2
0	4	000004c8	load r3, t1, uint32
0	4	000004cc	seti r15, 0x4cc (1228)
0	4	000004cc	set t1, r3
0	4	000004cc	set r0, t1
0	4	000004d0	seti r15, 0x4d0 (1232)
0	4	000004d0	seti t1, 0x4 (4)
0	4	000004d0	sub r13, r11, t1
0	4	000004d4	seti r15, 0x4d4 (1236)
0	4	000004d4	seti t2, 0x4 (4)
0	4	000004d4	set t1, r13
0	4	000004d4	seti t3, 0x8 (8)
0	4	000004d4	add t3, t1, t3
0	4	000004d4	load r11, t1, uint32
0	4	000004d4	add t1, t1, t2
0	4	000004d4	load r14, t1, uint32
0	4	000004d4	set r13, t3
0	4	000004d8	seti r15, 0x4d8 (1240)
0	4	000004d8	branch r14
0	5	000004a4	seti r15, 0x4a4 (1188)
0	5	000004a4	seti r15, 0x4ac (1196)
0	5	000004a4	seti t2, 0x30 (48)
0	5	000004a4	add t1, r15, t2
0	5	000004a4	load r3, t1, uint32
0	5	000004a8	seti r15, 0x4a8 (1192)
0	5	000004a8	seti t2, 0xfffffff8 (4294967288)
0	5	000004a8	add t1, r11, t2
0	5	000004a8	store r3, t1, uint32
0	5	000004ac	seti r15, 0x4ac (1196)
0	5	000004ac	seti t1, 0x4b8 (1208)
0	5	000004ac	branch t1
0	6	000004b8	seti r15, 0x4b8 (1208)
0	6	000004b8	seti t2, 0xfffffff8 (4294967288)
0	6	000004b8	add t1, r11, t2
0	6	000004b8	load r3, t1, uint32
0	6	000004bc	seti r15, 0x4bc (1212)
0	6	000004bc	seti r15, 0x4c4 (1220)
0	6	000004bc	set t1, r15
0	6	000004bc	set r14, t1
0	6	000004c0	seti r15, 0x4c0 (1216)
0	6	000004c0	branch r3
0	7	00000490	seti r15, 0x490 (1168)
0	7	00000490	seti r0, 0x1 (1)
0	7	00000494	seti r15, 0x494 (1172)
0	7	00000494	seti t1, 0x400 (1024)
0	7	00000494	seti r14, 0x498 (1176)
0	7	00000494	branch t1
1	1	00000400	seti r15, 0x400 (1024)
1	1	00000400	seti t2, 0xfffffffc (4294967292)
1	1	00000400	add t1, r13, t2
1	1	00000400	store r11, t1, uint32
1	1	00000400	set r13, t1
1	1	00000404	seti r15, 0x404 (1028)
1	1	00000404	seti t1, 0x0 (0)
1	1	00000404	add r11, r13, t1
1	1	00000408	seti r15, 0x408 (1032)
1	1	00000408	seti t1, 0xc (12)
1	1	00000408	sub r13, r13, t1
1	1	0000040c	seti r15, 0x40c (1036)
1	1	0000040c	seti t2, 0xfffffff8 (4294967288)
1	1	0000040c	add t1, r11, t2
1	1	0000040c	store r0, t1, uint32
1	2	00000410	seti r15, 0x410 (1040)
1	2	00000410	seti t1, 0x410 (1040)
1	2	00000410	branch t1
